year;country;word;frequency;count;%_headlines;word_len;freq_rank;hfreq_rank;theme
2021;South Africa;equality;6;2553;0.2350176;8;298;298;empowerment
2011;South Africa;freedom;1;239;0.41841;7;299;299;empowerment
2012;South Africa;freedom;1;355;0.2816901;7;299;299;empowerment
2017;South Africa;freedom;4;2320;0.17241379999999;7;299;299;empowerment
2018;South Africa;freedom;7;3204;0.2184769;7;299;299;empowerment
2019;South Africa;freedom;4;3582;0.1116695;7;299;299;empowerment
2020;South Africa;freedom;7;3882;0.1803194;7;299;299;empowerment
2021;South Africa;freedom;6;2553;0.2350176;7;299;299;empowerment
2013;South Africa;lawyer;3;402;0.7462687;6;306;306;empowerment
2014;South Africa;lawyer;2;400;0.5;6;306;306;empowerment
2016;South Africa;lawyer;3;1010;0.2970297;6;306;306;empowerment
2017;South Africa;lawyer;7;2320;0.3017241;6;306;306;empowerment
2018;South Africa;lawyer;3;3204;0.093633;6;306;306;empowerment
2019;South Africa;lawyer;17;3582;0.4745952;6;306;306;empowerment
2020;South Africa;lawyer;18;3882;0.4636785;6;306;306;empowerment
2021;South Africa;lawyer;6;2553;0.2350176;6;306;306;empowerment
2011;South Africa;princess;2;239;0.8368201;8;313;313;female stereotypes
2016;South Africa;princess;1;1010;0.0990099;8;313;313;female stereotypes
2017;South Africa;princess;10;2320;0.4310345;8;313;313;female stereotypes
2018;South Africa;princess;6;3204;0.1872659;8;313;313;female stereotypes
2019;South Africa;princess;10;3582;0.2791736;8;313;313;female stereotypes
2020;South Africa;princess;7;3882;0.1803194;8;313;313;female stereotypes
2021;South Africa;princess;6;2553;0.2350176;8;313;313;female stereotypes
2012;South Africa;protest;1;355;0.2816901;7;316;316;empowerment
2014;South Africa;protest;1;400;0.25;7;316;316;empowerment
2015;South Africa;protest;1;580;0.17241379999999;7;316;316;empowerment
2016;South Africa;protest;4;1010;0.3960396;7;316;316;empowerment
2017;South Africa;protest;3;2320;0.1293103;7;316;316;empowerment
2018;South Africa;protest;9;3204;0.2808989;7;316;316;empowerment
2019;South Africa;protest;20;3582;0.5583473;7;316;316;empowerment
2020;South Africa;protest;23;3882;0.5924781;7;316;316;empowerment
2021;South Africa;protest;6;2553;0.2350176;7;316;316;empowerment
2012;South Africa;blood;3;355;0.8450704;5;328;328;crime and violence
2013;South Africa;blood;3;402;0.7462687;5;328;328;crime and violence
2015;South Africa;blood;1;580;0.17241379999999;5;328;328;crime and violence
2016;South Africa;blood;1;1010;0.0990099;5;328;328;crime and violence
2017;South Africa;blood;3;2320;0.1293103;5;328;328;crime and violence
2018;South Africa;blood;3;3204;0.093633;5;328;328;crime and violence
2019;South Africa;blood;12;3582;0.3350084;5;328;328;crime and violence
2020;South Africa;blood;5;3882;0.1287996;5;328;328;crime and violence
2021;South Africa;blood;5;2553;0.195848;5;328;328;crime and violence
2015;South Africa;entrepreneur;2;580;0.3448276;12;339;339;empowerment
2016;South Africa;entrepreneur;1;1010;0.0990099;12;339;339;empowerment
2017;South Africa;entrepreneur;5;2320;0.2155172;12;339;339;empowerment
2018;South Africa;entrepreneur;11;3204;0.3433208;12;339;339;empowerment
2019;South Africa;entrepreneur;9;3582;0.2512563;12;339;339;empowerment
2020;South Africa;entrepreneur;4;3882;0.1030397;12;339;339;empowerment
2021;South Africa;entrepreneur;5;2553;0.195848;12;339;339;empowerment
2011;South Africa;single;1;239;0.41841;6;373;373;female stereotypes
2012;South Africa;single;3;355;0.8450704;6;373;373;female stereotypes
2015;South Africa;single;2;580;0.3448276;6;373;373;female stereotypes
2016;South Africa;single;2;1010;0.1980198;6;373;373;female stereotypes
2017;South Africa;single;10;2320;0.4310345;6;373;373;female stereotypes
2018;South Africa;single;10;3204;0.3121099;6;373;373;female stereotypes
2019;South Africa;single;15;3582;0.4187605;6;373;373;female stereotypes
2020;South Africa;single;3;3882;0.0772798;6;373;373;female stereotypes
2021;South Africa;single;5;2553;0.195848;6;373;373;female stereotypes
2011;South Africa;testify;1;239;0.41841;7;379;379;crime and violence
2014;South Africa;testify;1;400;0.25;7;379;379;crime and violence
2016;South Africa;testify;1;1010;0.0990099;7;379;379;crime and violence
2017;South Africa;testify;9;2320;0.387931;7;379;379;crime and violence
2018;South Africa;testify;10;3204;0.3121099;7;379;379;crime and violence
2019;South Africa;testify;12;3582;0.3350084;7;379;379;crime and violence
2021;South Africa;testify;5;2553;0.195848;7;379;379;crime and violence
2014;South Africa;threaten;1;400;0.25;8;380;380;crime and violence
2015;South Africa;threaten;2;580;0.3448276;8;380;380;crime and violence
2016;South Africa;threaten;3;1010;0.2970297;8;380;380;crime and violence
2017;South Africa;threaten;5;2320;0.2155172;8;380;380;crime and violence
2018;South Africa;threaten;5;3204;0.15605489999999;8;380;380;crime and violence
2019;South Africa;threaten;8;3582;0.2233389;8;380;380;crime and violence
2020;South Africa;threaten;13;3882;0.3348789;8;380;380;crime and violence
2021;South Africa;threaten;5;2553;0.195848;8;380;380;crime and violence
2013;South Africa;trafficking;1;402;0.2487562;11;381;381;crime and violence
2015;South Africa;trafficking;1;580;0.17241379999999;11;381;381;crime and violence
2017;South Africa;trafficking;6;2320;0.2586207;11;381;381;crime and violence
2018;South Africa;trafficking;4;3204;0.12484389999999;11;381;381;crime and violence
2019;South Africa;trafficking;9;3582;0.2512563;11;381;381;crime and violence
2020;South Africa;trafficking;8;3882;0.2060793;11;381;381;crime and violence
2021;South Africa;trafficking;5;2553;0.195848;11;381;381;crime and violence
2012;South Africa;white;5;355;1.4084507;5;385;385;race, ethnicity and identity
2013;South Africa;white;4;402;0.9950249;5;385;385;race, ethnicity and identity
2014;South Africa;white;2;400;0.5;5;385;385;race, ethnicity and identity
2015;South Africa;white;3;580;0.5172414;5;385;385;race, ethnicity and identity
2016;South Africa;white;2;1010;0.1980198;5;385;385;race, ethnicity and identity
2017;South Africa;white;9;2320;0.387931;5;385;385;race, ethnicity and identity
2018;South Africa;white;17;3204;0.5305868;5;385;385;race, ethnicity and identity
2019;South Africa;white;17;3582;0.4745952;5;385;385;race, ethnicity and identity
2020;South Africa;white;13;3882;0.3348789;5;385;385;race, ethnicity and identity
2021;South Africa;white;5;2553;0.195848;5;385;385;race, ethnicity and identity
2012;South Africa;church;1;355;0.2816901;6;396;396;race, ethnicity and identity
2013;South Africa;church;1;402;0.2487562;6;396;396;race, ethnicity and identity
2016;South Africa;church;2;1010;0.1980198;6;396;396;race, ethnicity and identity
2017;South Africa;church;5;2320;0.2155172;6;396;396;race, ethnicity and identity
2018;South Africa;church;12;3204;0.3745318;6;396;396;race, ethnicity and identity
2019;South Africa;church;29;3582;0.8096036;6;396;396;race, ethnicity and identity
2020;South Africa;church;10;3882;0.2575992;6;396;396;race, ethnicity and identity
2021;South Africa;church;4;2553;0.1566784;6;396;396;race, ethnicity and identity
2014;South Africa;drama;3;400;0.75;5;399;399;female stereotypes
2016;South Africa;drama;2;1010;0.1980198;5;399;399;female stereotypes
2017;South Africa;drama;1;2320;0.0431034;5;399;399;female stereotypes
2018;South Africa;drama;5;3204;0.15605489999999;5;399;399;female stereotypes
2019;South Africa;drama;4;3582;0.1116695;5;399;399;female stereotypes
2020;South Africa;drama;1;3882;0.0257599;5;399;399;female stereotypes
2021;South Africa;drama;4;2553;0.1566784;5;399;399;female stereotypes
2016;South Africa;period;1;1010;0.0990099;6;428;428;female stereotypes
2017;South Africa;period;2;2320;0.08620689999999;6;428;428;female stereotypes
2018;South Africa;period;1;3204;0.031211;6;428;428;female stereotypes
2020;South Africa;period;1;3882;0.0257599;6;428;428;female stereotypes
2021;South Africa;period;4;2553;0.1566784;6;428;428;female stereotypes
2013;South Africa;pilot;1;402;0.2487562;5;430;430;empowerment
2015;South Africa;pilot;2;580;0.3448276;5;430;430;empowerment
2016;South Africa;pilot;2;1010;0.1980198;5;430;430;empowerment
2017;South Africa;pilot;3;2320;0.1293103;5;430;430;empowerment
2018;South Africa;pilot;4;3204;0.12484389999999;5;430;430;empowerment
2019;South Africa;pilot;10;3582;0.2791736;5;430;430;empowerment
2020;South Africa;pilot;5;3882;0.1287996;5;430;430;empowerment
2021;South Africa;pilot;4;2553;0.1566784;5;430;430;empowerment
2012;South Africa;artist;1;355;0.2816901;6;455;455;empowerment
2014;South Africa;artist;1;400;0.25;6;455;455;empowerment
2015;South Africa;artist;2;580;0.3448276;6;455;455;empowerment
2016;South Africa;artist;2;1010;0.1980198;6;455;455;empowerment
2017;South Africa;artist;10;2320;0.4310345;6;455;455;empowerment
2018;South Africa;artist;11;3204;0.3433208;6;455;455;empowerment
2019;South Africa;artist;13;3582;0.3629257;6;455;455;empowerment
2020;South Africa;artist;12;3882;0.309119;6;455;455;empowerment
2021;South Africa;artist;3;2553;0.1175088;6;455;455;empowerment
2012;South Africa;athlete;1;355;0.2816901;7;456;456;empowerment
2017;South Africa;athlete;4;2320;0.17241379999999;7;456;456;empowerment
2018;South Africa;athlete;5;3204;0.15605489999999;7;456;456;empowerment
2019;South Africa;athlete;6;3582;0.1675042;7;456;456;empowerment
2020;South Africa;athlete;3;3882;0.0772798;7;456;456;empowerment
2021;South Africa;athlete;3;2553;0.1175088;7;456;456;empowerment
2012;South Africa;beauty;1;355;0.2816901;6;458;458;female stereotypes
2013;South Africa;beauty;1;402;0.2487562;6;458;458;female stereotypes
2015;South Africa;beauty;1;580;0.17241379999999;6;458;458;female stereotypes
2017;South Africa;beauty;7;2320;0.3017241;6;458;458;female stereotypes
2018;South Africa;beauty;14;3204;0.4369538;6;458;458;female stereotypes
2019;South Africa;beauty;15;3582;0.4187605;6;458;458;female stereotypes
2020;South Africa;beauty;14;3882;0.3606388;6;458;458;female stereotypes
2021;South Africa;beauty;3;2553;0.1175088;6;458;458;female stereotypes
2012;South Africa;chinese;1;355;0.2816901;7;460;460;race, ethnicity and identity
2013;South Africa;chinese;3;402;0.7462687;7;460;460;race, ethnicity and identity
2015;South Africa;chinese;1;580;0.17241379999999;7;460;460;race, ethnicity and identity
2016;South Africa;chinese;2;1010;0.1980198;7;460;460;race, ethnicity and identity
2017;South Africa;chinese;3;2320;0.1293103;7;460;460;race, ethnicity and identity
2018;South Africa;chinese;1;3204;0.031211;7;460;460;race, ethnicity and identity
2019;South Africa;chinese;4;3582;0.1116695;7;460;460;race, ethnicity and identity
2020;South Africa;chinese;3;3882;0.0772798;7;460;460;race, ethnicity and identity
2021;South Africa;chinese;3;2553;0.1175088;7;460;460;race, ethnicity and identity
2013;South Africa;hate;2;402;0.4975124;4;476;476;crime and violence
2015;South Africa;hate;5;580;0.862069;4;476;476;crime and violence
2016;South Africa;hate;1;1010;0.0990099;4;476;476;crime and violence
2017;South Africa;hate;5;2320;0.2155172;4;476;476;crime and violence
2018;South Africa;hate;8;3204;0.2496879;4;476;476;crime and violence
2019;South Africa;hate;4;3582;0.1116695;4;476;476;crime and violence
2020;South Africa;hate;10;3882;0.2575992;4;476;476;crime and violence
2021;South Africa;hate;3;2553;0.1175088;4;476;476;crime and violence
2013;South Africa;investigate;1;402;0.2487562;11;482;482;crime and violence
2014;South Africa;investigate;2;400;0.5;11;482;482;crime and violence
2015;South Africa;investigate;1;580;0.17241379999999;11;482;482;crime and violence
2016;South Africa;investigate;2;1010;0.1980198;11;482;482;crime and violence
2017;South Africa;investigate;4;2320;0.17241379999999;11;482;482;crime and violence
2018;South Africa;investigate;3;3204;0.093633;11;482;482;crime and violence
2019;South Africa;investigate;8;3582;0.2233389;11;482;482;crime and violence
2020;South Africa;investigate;10;3882;0.2575992;11;482;482;crime and violence
2021;South Africa;investigate;3;2553;0.1175088;11;482;482;crime and violence
2012;South Africa;kiss;1;355;0.2816901;4;488;488;female stereotypes
2016;South Africa;kiss;1;1010;0.0990099;4;488;488;female stereotypes
2017;South Africa;kiss;3;2320;0.1293103;4;488;488;female stereotypes
2018;South Africa;kiss;5;3204;0.15605489999999;4;488;488;female stereotypes
2019;South Africa;kiss;4;3582;0.1116695;4;488;488;female stereotypes
2020;South Africa;kiss;3;3882;0.0772798;4;488;488;female stereotypes
2021;South Africa;kiss;3;2553;0.1175088;4;488;488;female stereotypes
2012;South Africa;muslim;1;355;0.2816901;6;494;494;race, ethnicity and identity
2014;South Africa;muslim;1;400;0.25;6;494;494;race, ethnicity and identity
2015;South Africa;muslim;1;580;0.17241379999999;6;494;494;race, ethnicity and identity
2016;South Africa;muslim;3;1010;0.2970297;6;494;494;race, ethnicity and identity
2017;South Africa;muslim;1;2320;0.0431034;6;494;494;race, ethnicity and identity
2018;South Africa;muslim;9;3204;0.2808989;6;494;494;race, ethnicity and identity
2019;South Africa;muslim;3;3582;0.0837521;6;494;494;race, ethnicity and identity
2020;South Africa;muslim;1;3882;0.0257599;6;494;494;race, ethnicity and identity
2021;South Africa;muslim;3;2553;0.1175088;6;494;494;race, ethnicity and identity
2016;South Africa;security;3;1010;0.2970297;8;504;504;crime and violence
2017;South Africa;security;8;2320;0.3448276;8;504;504;crime and violence
2018;South Africa;security;7;3204;0.2184769;8;504;504;crime and violence
2019;South Africa;security;7;3582;0.1954216;8;504;504;crime and violence
2020;South Africa;security;15;3882;0.3863988;8;504;504;crime and violence
2021;South Africa;security;3;2553;0.1175088;8;504;504;crime and violence
2012;South Africa;strong;2;355;0.5633803;6;513;513;empowerment
2013;South Africa;strong;3;402;0.7462687;6;513;513;empowerment
2014;South Africa;strong;1;400;0.25;6;513;513;empowerment
2015;South Africa;strong;1;580;0.17241379999999;6;513;513;empowerment
2016;South Africa;strong;2;1010;0.1980198;6;513;513;empowerment
2017;South Africa;strong;6;2320;0.2586207;6;513;513;empowerment
2018;South Africa;strong;7;3204;0.2184769;6;513;513;empowerment
2019;South Africa;strong;5;3582;0.1395868;6;513;513;empowerment
2020;South Africa;strong;5;3882;0.1287996;6;513;513;empowerment
2021;South Africa;strong;3;2553;0.1175088;6;513;513;empowerment
2013;South Africa;success;1;402;0.2487562;7;514;514;empowerment
2014;South Africa;success;1;400;0.25;7;514;514;empowerment
2016;South Africa;success;1;1010;0.0990099;7;514;514;empowerment
2017;South Africa;success;8;2320;0.3448276;7;514;514;empowerment
2018;South Africa;success;11;3204;0.3433208;7;514;514;empowerment
2019;South Africa;success;4;3582;0.1116695;7;514;514;empowerment
2020;South Africa;success;5;3882;0.1287996;7;514;514;empowerment
2021;South Africa;success;3;2553;0.1175088;7;514;514;empowerment
2014;South Africa;abortion;1;400;0.25;8;526;526;empowerment
2016;South Africa;abortion;2;1010;0.1980198;8;526;526;empowerment
2017;South Africa;abortion;1;2320;0.0431034;8;526;526;empowerment
2018;South Africa;abortion;5;3204;0.15605489999999;8;526;526;empowerment
2019;South Africa;abortion;4;3582;0.1116695;8;526;526;empowerment
2020;South Africa;abortion;1;3882;0.0257599;8;526;526;empowerment
2021;South Africa;abortion;2;2553;0.07833919999999;8;526;526;empowerment
2012;South Africa;fighter;1;355;0.2816901;7;555;555;empowerment
2013;South Africa;fighter;2;402;0.4975124;7;555;555;empowerment
2016;South Africa;fighter;1;1010;0.0990099;7;555;555;empowerment
2017;South Africa;fighter;3;2320;0.1293103;7;555;555;empowerment
2018;South Africa;fighter;2;3204;0.062422;7;555;555;empowerment
2019;South Africa;fighter;7;3582;0.1954216;7;555;555;empowerment
2020;South Africa;fighter;2;3882;0.0515198;7;555;555;empowerment
2021;South Africa;fighter;2;2553;0.07833919999999;7;555;555;empowerment
2017;South Africa;founder;1;2320;0.0431034;7;556;556;empowerment
2019;South Africa;founder;1;3582;0.0279174;7;556;556;empowerment
2020;South Africa;founder;1;3882;0.0257599;7;556;556;empowerment
2021;South Africa;founder;2;2553;0.07833919999999;7;556;556;empowerment
2012;South Africa;knife;1;355;0.2816901;5;568;568;crime and violence
2016;South Africa;knife;1;1010;0.0990099;5;568;568;crime and violence
2017;South Africa;knife;2;2320;0.08620689999999;5;568;568;crime and violence
2019;South Africa;knife;3;3582;0.0837521;5;568;568;crime and violence
2020;South Africa;knife;6;3882;0.1545595;5;568;568;crime and violence
2021;South Africa;knife;2;2553;0.07833919999999;5;568;568;crime and violence
2012;South Africa;racist;1;355;0.2816901;6;584;584;crime and violence
2013;South Africa;racist;1;402;0.2487562;6;584;584;crime and violence
2015;South Africa;racist;1;580;0.17241379999999;6;584;584;crime and violence
2016;South Africa;racist;4;1010;0.3960396;6;584;584;crime and violence
2017;South Africa;racist;1;2320;0.0431034;6;584;584;crime and violence
2018;South Africa;racist;7;3204;0.2184769;6;584;584;crime and violence
2019;South Africa;racist;13;3582;0.3629257;6;584;584;crime and violence
2020;South Africa;racist;12;3882;0.309119;6;584;584;crime and violence
2021;South Africa;racist;2;2553;0.07833919999999;6;584;584;crime and violence
2012;South Africa;weight;1;355;0.2816901;6;611;611;female stereotypes
2015;South Africa;weight;2;580;0.3448276;6;611;611;female stereotypes
2017;South Africa;weight;5;2320;0.2155172;6;611;611;female stereotypes
2018;South Africa;weight;8;3204;0.2496879;6;611;611;female stereotypes
2019;South Africa;weight;2;3582;0.05583469999999;6;611;611;female stereotypes
2020;South Africa;weight;4;3882;0.1030397;6;611;611;female stereotypes
2021;South Africa;weight;2;2553;0.07833919999999;6;611;611;female stereotypes
2015;South Africa;worth;2;580;0.3448276;5;615;615;empowerment
2016;South Africa;worth;6;1010;0.5940594;5;615;615;empowerment
2017;South Africa;worth;1;2320;0.0431034;5;615;615;empowerment
2018;South Africa;worth;4;3204;0.12484389999999;5;615;615;empowerment
2019;South Africa;worth;7;3582;0.1954216;5;615;615;empowerment
2020;South Africa;worth;14;3882;0.3606388;5;615;615;empowerment
2021;South Africa;worth;2;2553;0.07833919999999;5;615;615;empowerment
2015;South Africa;abduct;1;580;0.17241379999999;6;619;619;crime and violence
2016;South Africa;abduct;4;1010;0.3960396;6;619;619;crime and violence
2017;South Africa;abduct;6;2320;0.2586207;6;619;619;crime and violence
2018;South Africa;abduct;3;3204;0.093633;6;619;619;crime and violence
2019;South Africa;abduct;9;3582;0.2512563;6;619;619;crime and violence
2020;South Africa;abduct;9;3882;0.2318393;6;619;619;crime and violence
2021;South Africa;abduct;1;2553;0.0391696;6;619;619;crime and violence
2013;South Africa;author;1;402;0.2487562;6;625;625;empowerment
2017;South Africa;author;2;2320;0.08620689999999;6;625;625;empowerment
2018;South Africa;author;2;3204;0.062422;6;625;625;empowerment
2019;South Africa;author;4;3582;0.1116695;6;625;625;empowerment
2020;South Africa;author;3;3882;0.0772798;6;625;625;empowerment
2021;South Africa;author;1;2553;0.0391696;6;625;625;empowerment
2014;South Africa;fat;5;400;1.25;3;644;644;female stereotypes
2016;South Africa;fat;1;1010;0.0990099;3;644;644;female stereotypes
2017;South Africa;fat;4;2320;0.17241379999999;3;644;644;female stereotypes
2018;South Africa;fat;3;3204;0.093633;3;644;644;female stereotypes
2019;South Africa;fat;1;3582;0.0279174;3;644;644;female stereotypes
2020;South Africa;fat;3;3882;0.0772798;3;644;644;female stereotypes
2021;South Africa;fat;1;2553;0.0391696;3;644;644;female stereotypes
2013;South Africa;gay;1;402;0.2487562;3;652;652;race, ethnicity and identity
2016;South Africa;gay;2;1010;0.1980198;3;652;652;race, ethnicity and identity
2017;South Africa;gay;2;2320;0.08620689999999;3;652;652;race, ethnicity and identity
2018;South Africa;gay;4;3204;0.12484389999999;3;652;652;race, ethnicity and identity
2019;South Africa;gay;4;3582;0.1116695;3;652;652;race, ethnicity and identity
2021;South Africa;gay;1;2553;0.0391696;3;652;652;race, ethnicity and identity
2012;South Africa;gossip;1;355;0.2816901;6;653;653;female stereotypes
2019;South Africa;gossip;2;3582;0.05583469999999;6;653;653;female stereotypes
2020;South Africa;gossip;3;3882;0.0772798;6;653;653;female stereotypes
2021;South Africa;gossip;1;2553;0.0391696;6;653;653;female stereotypes
2015;South Africa;harass;1;580;0.17241379999999;6;655;655;crime and violence
2017;South Africa;harass;1;2320;0.0431034;6;655;655;crime and violence
2018;South Africa;harass;1;3204;0.031211;6;655;655;crime and violence
2019;South Africa;harass;2;3582;0.05583469999999;6;655;655;crime and violence
2020;South Africa;harass;6;3882;0.1545595;6;655;655;crime and violence
2021;South Africa;harass;1;2553;0.0391696;6;655;655;crime and violence
2017;South Africa;makeup;1;2320;0.0431034;6;671;671;female stereotypes
2018;South Africa;makeup;2;3204;0.062422;6;671;671;female stereotypes
2019;South Africa;makeup;4;3582;0.1116695;6;671;671;female stereotypes
2020;South Africa;makeup;3;3882;0.0772798;6;671;671;female stereotypes
2021;South Africa;makeup;1;2553;0.0391696;6;671;671;female stereotypes
2017;South Africa;metoo;3;2320;0.1293103;5;673;673;empowerment
2018;South Africa;metoo;1;3204;0.031211;5;673;673;empowerment
2019;South Africa;metoo;1;3582;0.0279174;5;673;673;empowerment
2020;South Africa;metoo;2;3882;0.0515198;5;673;673;empowerment
2021;South Africa;metoo;1;2553;0.0391696;5;673;673;empowerment
2017;South Africa;molest;1;2320;0.0431034;6;679;679;crime and violence
2018;South Africa;molest;1;3204;0.031211;6;679;679;crime and violence
2021;South Africa;molest;1;2553;0.0391696;6;679;679;crime and violence
2013;South Africa;oscar;1;402;0.2487562;5;683;683;empowerment
2014;South Africa;oscar;6;400;1.5;5;683;683;empowerment
2015;South Africa;oscar;3;580;0.5172414;5;683;683;empowerment
2016;South Africa;oscar;4;1010;0.3960396;5;683;683;empowerment
2017;South Africa;oscar;3;2320;0.1293103;5;683;683;empowerment
2018;South Africa;oscar;5;3204;0.15605489999999;5;683;683;empowerment
2019;South Africa;oscar;3;3582;0.0837521;5;683;683;empowerment
2020;South Africa;oscar;5;3882;0.1287996;5;683;683;empowerment
2021;South Africa;oscar;1;2553;0.0391696;5;683;683;empowerment
2011;South Africa;pink;1;239;0.41841;4;687;687;female stereotypes
2016;South Africa;pink;3;1010;0.2970297;4;687;687;female stereotypes
2017;South Africa;pink;4;2320;0.17241379999999;4;687;687;female stereotypes
2018;South Africa;pink;5;3204;0.15605489999999;4;687;687;female stereotypes
2019;South Africa;pink;2;3582;0.05583469999999;4;687;687;female stereotypes
2020;South Africa;pink;1;3882;0.0257599;4;687;687;female stereotypes
2021;South Africa;pink;1;2553;0.0391696;4;687;687;female stereotypes
2016;South Africa;relationship;8;1010;0.7920792;12;696;696;female stereotypes
2017;South Africa;relationship;5;2320;0.2155172;12;696;696;female stereotypes
2018;South Africa;relationship;3;3204;0.093633;12;696;696;female stereotypes
2019;South Africa;relationship;9;3582;0.2512563;12;696;696;female stereotypes
2020;South Africa;relationship;5;3882;0.1287996;12;696;696;female stereotypes
2021;South Africa;relationship;1;2553;0.0391696;12;696;696;female stereotypes
2011;South Africa;saudi;1;239;0.41841;5;700;700;race, ethnicity and identity
2012;South Africa;saudi;2;355;0.5633803;5;700;700;race, ethnicity and identity
2013;South Africa;saudi;1;402;0.2487562;5;700;700;race, ethnicity and identity
2016;South Africa;saudi;1;1010;0.0990099;5;700;700;race, ethnicity and identity
2017;South Africa;saudi;2;2320;0.08620689999999;5;700;700;race, ethnicity and identity
2018;South Africa;saudi;9;3204;0.2808989;5;700;700;race, ethnicity and identity
2019;South Africa;saudi;6;3582;0.1675042;5;700;700;race, ethnicity and identity
2021;South Africa;saudi;1;2553;0.0391696;5;700;700;race, ethnicity and identity
2012;South Africa;shame;1;355;0.2816901;5;703;703;female stereotypes
2016;South Africa;shame;1;1010;0.0990099;5;703;703;female stereotypes
2017;South Africa;shame;4;2320;0.17241379999999;5;703;703;female stereotypes
2018;South Africa;shame;5;3204;0.15605489999999;5;703;703;female stereotypes
2019;South Africa;shame;3;3582;0.0837521;5;703;703;female stereotypes
2020;South Africa;shame;8;3882;0.2060793;5;703;703;female stereotypes
2021;South Africa;shame;1;2553;0.0391696;5;703;703;female stereotypes
2013;South Africa;vagina;2;402;0.4975124;6;717;717;female stereotypes
2014;South Africa;vagina;2;400;0.5;6;717;717;female stereotypes
2015;South Africa;vagina;1;580;0.17241379999999;6;717;717;female stereotypes
2016;South Africa;vagina;2;1010;0.1980198;6;717;717;female stereotypes
2017;South Africa;vagina;1;2320;0.0431034;6;717;717;female stereotypes
2018;South Africa;vagina;3;3204;0.093633;6;717;717;female stereotypes
2019;South Africa;vagina;1;3582;0.0279174;6;717;717;female stereotypes
2021;South Africa;vagina;1;2553;0.0391696;6;717;717;female stereotypes
2010;South Africa;first;1;64;1.5625;5;722;722;empowerment
2011;South Africa;first;7;239;2.9288703;5;722;722;empowerment
2012;South Africa;first;8;355;2.2535211;5;722;722;empowerment
2013;South Africa;first;6;402;1.4925373;5;722;722;empowerment
2014;South Africa;first;11;400;2.75;5;722;722;empowerment
2015;South Africa;first;19;580;3.2758621;5;722;722;empowerment
2016;South Africa;first;25;1010;2.4752475;5;722;722;empowerment
2017;South Africa;first;84;2320;3.6206897;5;722;722;empowerment
2018;South Africa;first;138;3204;4.3071161;5;722;722;empowerment
2019;South Africa;first;105;3582;2.9313233;5;722;722;empowerment
2020;South Africa;first;134;3882;3.451829;5;722;722;empowerment
2021;South Africa;first;87;2553;3.4077556;5;722;722;empowerment
2010;South Africa;child;1;64;1.5625;5;726;726;female stereotypes
2011;South Africa;child;4;239;1.6736402;5;726;726;female stereotypes
2012;South Africa;child;4;355;1.1267606;5;726;726;female stereotypes
2013;South Africa;child;5;402;1.2437811;5;726;726;female stereotypes
2014;South Africa;child;7;400;1.75;5;726;726;female stereotypes
2015;South Africa;child;11;580;1.8965517;5;726;726;female stereotypes
2016;South Africa;child;23;1010;2.2772277;5;726;726;female stereotypes
2017;South Africa;child;64;2320;2.7586207;5;726;726;female stereotypes
2018;South Africa;child;84;3204;2.6217228;5;726;726;female stereotypes
2019;South Africa;child;131;3582;3.6571748;5;726;726;female stereotypes
2020;South Africa;child;125;3882;3.2199897;5;726;726;female stereotypes
2021;South Africa;child;54;2553;2.1151586;5;726;726;female stereotypes
2010;South Africa;daughter;1;64;1.5625;8;727;727;female stereotypes
2011;South Africa;daughter;3;239;1.2552301;8;727;727;female stereotypes
2012;South Africa;daughter;2;355;0.5633803;8;727;727;female stereotypes
2013;South Africa;daughter;7;402;1.7412935;8;727;727;female stereotypes
2014;South Africa;daughter;2;400;0.5;8;727;727;female stereotypes
2015;South Africa;daughter;8;580;1.3793103;8;727;727;female stereotypes
2016;South Africa;daughter;11;1010;1.0891089;8;727;727;female stereotypes
2017;South Africa;daughter;35;2320;1.5086207;8;727;727;female stereotypes
2018;South Africa;daughter;57;3204;1.7790262;8;727;727;female stereotypes
2019;South Africa;daughter;70;3582;1.9542155;8;727;727;female stereotypes
2020;South Africa;daughter;73;3882;1.880474;8;727;727;female stereotypes
2021;South Africa;daughter;51;2553;1.9976498;8;727;727;female stereotypes
2010;South Africa;mom;1;64;1.5625;3;728;728;female stereotypes
2011;South Africa;mom;6;239;2.5104603;3;728;728;female stereotypes
2012;South Africa;mom;4;355;1.1267606;3;728;728;female stereotypes
2013;South Africa;mom;7;402;1.7412935;3;728;728;female stereotypes
2014;South Africa;mom;1;400;0.25;3;728;728;female stereotypes
2015;South Africa;mom;7;580;1.2068966;3;728;728;female stereotypes
2016;South Africa;mom;17;1010;1.6831683;3;728;728;female stereotypes
2017;South Africa;mom;46;2320;1.9827586;3;728;728;female stereotypes
2018;South Africa;mom;82;3204;2.5593009;3;728;728;female stereotypes
2019;South Africa;mom;120;3582;3.3500838;3;728;728;female stereotypes
2020;South Africa;mom;99;3882;2.5502318;3;728;728;female stereotypes
2021;South Africa;mom;51;2553;1.9976498;3;728;728;female stereotypes
2010;South Africa;death;2;64;3.125;5;730;730;crime and violence
2011;South Africa;death;4;239;1.6736402;5;730;730;crime and violence
2012;South Africa;death;7;355;1.971831;5;730;730;crime and violence
2013;South Africa;death;8;402;1.9900498;5;730;730;crime and violence
2014;South Africa;death;9;400;2.25;5;730;730;crime and violence
2015;South Africa;death;17;580;2.9310345;5;730;730;crime and violence
